Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-11-17,1063.509,1119.639,1055.499,1089.009,31445365
2021-11-18,1106.55,1112.001,1075.02,1096.38,20898930
2021-11-19,1098.87,1138.719,1092.699,1137.06,21642258
2021-11-22,1162.329,1201.95,1132.431,1156.869,33072509
2021-11-23,1167.51,1180.5,1062.699,1109.031,36171700
2021-11-24,1080.39,1132.77,1062,1116,22560238
2021-11-26,1099.47,1108.782,1080.999,1081.92,11680890
2021-11-29,1100.991,1142.67,1100.19,1136.991,19464467
2021-11-30,1144.371,1167.999,1118.001,1144.761,27092038
2021-12-01,1160.694,1172.841,1090.761,1095,22934698
2021-12-02,1099.059,1113,1056.651,1084.599,24371623
2021-12-03,1084.791,1090.575,1000.209,1014.969,30773995
2021-12-06,1001.511,1021.641,950.499,1009.011,27221037
2021-12-07,1044.201,1057.674,1026.81,1051.749,18694857
2021-12-08,1052.709,1072.38,1032.999,1068.96,13968790
2021-12-09,1060.641,1062.489,1002.36,1003.8,19812832
2021-12-10,1008.75,1020.981,982.53,1017.03,19888122
2021-12-13,1001.091,1005,951.42,966.411,26198502
2021-12-14,945,966.411,930,958.509,23602090
2021-12-15,953.211,978.75,928.251,975.99,25056410
2021-12-16,994.5,994.98,921.849,926.919,27590483
2021-12-17,914.769,960.66,909.039,932.571,33626754
2021-12-20,910.701,921.687,893.391,899.94,18826671
2021-12-21,916.869,939.501,886.119,938.529,23839305
2021-12-22,965.661,1015.659,957.051,1008.87,31211362
2021-12-23,1006.8,1072.977,997.56,1067.001,30904429
2021-12-27,1073.67,1116.999,1070.715,1093.941,23715273
2021-12-28,1109.49,1119,1078.419,1088.469,20107969
2021-12-29,1098.639,1104,1064.139,1086.189,18718015
2021-12-30,1061.331,1095.549,1053.15,1070.34,15680313
2021-12-31,1073.445,1082.001,1054.59,1056.78,13577875
2022-01-03,1147.749,1201.071,1136.04,1199.781,34895349
2022-01-04,1189.551,1208.001,1123.05,1149.591,33416086
2022-01-05,1146.651,1170.339,1081.011,1088.121,26706599
2022-01-06,1077,1088.001,1020.501,1064.7,30112158
2022-01-07,1080.369,1080.93,1010.001,1026.96,28054916
2022-01-10,999.999,1059.099,980.001,1058.121,30604959
2022-01-11,1053.669,1075.851,1038.819,1064.4,22021070
2022-01-12,1078.851,1114.839,1072.59,1106.22,27913005
2022-01-13,1109.064,1115.601,1026.54,1031.559,32403264
2022-01-14,1019.88,1052.001,1013.379,1049.61,24308137
2022-01-18,1026.606,1070.79,1016.061,1030.509,22329803
2022-01-19,1041.705,1054.671,995.001,995.649,25147496
2022-01-20,1009.731,1041.66,993.999,996.27,23496248
2022-01-21,996.339,1004.55,940.5,943.899,34472009
2022-01-24,904.761,933.513,851.469,930,50791714
2022-01-25,914.199,951.261,903.21,918.399,28865302
2022-01-26,952.431,987.69,906,937.41,34955761
2022-01-27,933.36,935.391,828.999,829.101,49036523
2022-01-28,831.561,857.499,792.009,846.351,44929650
2022-01-31,872.709,937.989,862.05,936.72,34812032
2022-02-01,935.211,943.701,905.001,931.251,24379446
2022-02-02,928.179,931.5,889.41,905.661,22264345
2022-02-03,882,936.999,880.521,891.141,26285186
2022-02-04,897.219,936.501,881.169,923.319,24541822
2022-02-07,923.79,947.769,902.709,907.341,20331488
2022-02-08,905.529,926.289,894.801,921.999,16909671
2022-02-09,935.001,946.269,920.001,932.001,17419848
2022-02-10,908.37,943.809,896.7,904.551,22042277
2022-02-11,909.63,915.96,850.701,860.001,26548623
2022-02-14,861.57,898.881,853.149,875.76,22585472
2022-02-15,900,923.001,893.376,922.431,19216514
2022-02-16,914.049,926.43,901.209,923.391,17098132
2022-02-17,913.26,918.501,874.101,876.351,18392806
2022-02-18,885.999,886.869,837.609,856.98,22833947
2022-02-22,834.129,856.734,801.099,821.529,27762734
2022-02-23,830.43,835.299,760.56,764.04,31752336
2022-02-24,700.389,802.479,699.999,800.769,45107425
2022-02-25,809.229,819.501,782.4,809.871,25355921
2022-02-28,815.01,876.861,814.707,870.429,33002289
2022-03-01,869.679,889.881,853.779,864.369,24922287
2022-03-02,872.13,886.479,844.272,879.891,24881146
2022-03-03,878.769,886.44,832.599,839.289,20541169
2022-03-04,849.099,855.651,825.162,838.29,22393287
2022-03-07,856.299,866.139,804.57,804.579,24164724
2022-03-08,795.531,849.99,782.169,824.4,26799702
2022-03-09,839.481,860.559,832.011,858.969,19727993
2022-03-10,851.451,854.451,810.36,838.299,19549548
2022-03-11,840.198,843.801,793.77,795.351,22345722
2022-03-14,780.609,800.7,756.039,766.371,23717421
2022-03-15,775.269,805.569,756.57,801.891,22280381
2022-03-16,809.001,842.001,802.26,840.231,28009607
2022-03-17,830.991,875.001,825.717,871.599,22194324
2022-03-18,874.491,907.851,867.39,905.391,33471397
2022-03-21,914.979,942.849,907.089,921.159,27327216
2022-03-22,930,997.86,921.75,993.981,35289519
2022-03-23,979.941,1040.7,976.401,999.111,40225383
2022-03-24,1009.731,1024.491,988.8,1013.919,22973626
2022-03-25,1008,1021.8,997.32,1010.64,20677182
2022-03-28,1065.099,1097.88,1053.6,1091.841,34168693
2022-03-29,1107.99,1114.77,1073.109,1099.569,24538273
2022-03-30,1091.169,1113.951,1083.999,1093.989,19955002
2022-03-31,1094.571,1103.139,1076.64,1077.6,16330919
2022-04-01,1081.149,1094.751,1066.641,1084.59,18087741
2022-04-04,1089.381,1149.909,1072.53,1145.451,27392567
2022-04-05,1136.301,1152.87,1087.299,1091.259,26691673
2022-04-06,1073.469,1079.001,1027.701,1045.761,29782845
2022-04-07,1052.391,1076.589,1021.539,1057.26,26482353
2022-04-08,1043.211,1048.44,1022.436,1025.49,18337896
2022-04-11,980.4,1008.468,974.64,975.93,19785735
2022-04-12,997.641,1021.191,976.599,986.949,21992032
2022-04-13,981.075,1026.24,973.098,1022.37,18373737
2022-04-14,999.291,1012.71,982.191,984.999,19474135
2022-04-18,989.031,1014.921,973.41,1004.289,17238407
2022-04-19,1005.06,1034.94,995.325,1028.151,16615944
2022-04-20,1029.999,1034.001,975.249,977.199,23570442
2022-04-21,1074.729,1092.219,996.414,1008.78,35138779
2022-04-22,1014.909,1034.85,993.999,1005.051,23232186
2022-04-25,978.969,1008.621,975.3,998.019,22780445
2022-04-26,995.43,999.999,875.001,876.42,45377889
2022-04-27,898.581,918,877.359,881.511,25652132
2022-04-28,899.979,900,821.7,877.509,41649509
2022-04-29,902.25,934.401,870,870.759,29377665
2022-05-02,860.769,906.36,848.031,902.94,25260457
2022-05-03,903.18,924.081,888.591,909.249,21236525
2022-05-04,903.939,955.5,885.279,952.62,27214568
2022-05-05,939.21,945.6,857.7,873.279,30839731
2022-05-06,887.001,888,843.105,865.65,24301037
2022-05-09,836.451,845.631,781.149,787.11,30270074
2022-05-10,819.309,825.36,774.249,800.04,28133877
2022-05-11,795,809.769,727.2,734.001,32408153
2022-05-12,701.001,759.66,680.001,728.001,46770954
2022-05-13,773.481,787.35,751.566,769.59,30716908
2022-05-16,767.16,769.761,719.088,724.371,28699513
2022-05-17,747.36,764.481,728.85,761.61,26745370
2022-05-18,744.519,760.5,700.809,709.809,29270604
2022-05-19,707.001,734.001,694.11,709.419,30098891
2022-05-20,713.991,721.581,633,663.9,48324435
2022-05-23,655.02,679.956,638.061,674.901,29634546
2022-05-24,653.529,653.919,620.571,628.161,29697505
2022-05-25,623.85,669.321,623.01,658.8,30713108
2022-05-26,661.419,718.671,653.661,707.73,35334448
2022-05-27,723.249,759.801,720.531,759.63,29764994
2022-05-31,773.841,778.8,734.229,758.259,33971457
2022-06-01,755.16,771.981,730.92,740.37,25749321
2022-06-02,732.471,792.63,726.201,774.999,31157706
2022-06-03,729.675,743.391,700.254,703.551,37464579
2022-06-06,733.059,734.601,703.05,714.84,28068174
2022-06-07,702,719.991,690.279,716.661,24269534
2022-06-08,720.261,749.889,717.531,725.601,25403540
2022-06-09,748.02,766.641,717.981,719.121,32163769
2022-06-10,705.471,718.5,683.739,696.69,32696966
2022-06-13,669.501,679.899,644.049,647.211,34255754
2022-06-14,654.861,678.99,635.211,662.67,32662932
2022-06-15,662.751,706.989,654.45,699,39710645
2022-06-16,668.211,675.501,626.079,639.3,35796900
2022-06-17,640.299,662.907,639.591,650.28,30880590
2022-06-21,673.809,730.731,672.999,711.111,40930985
2022-06-22,703.509,740.499,701.481,708.261,33842420
2022-06-23,713.715,717.951,685.911,705.21,34734226
2022-06-24,712.404,738.201,708.261,737.121,31923565
2022-06-27,748.101,756.21,727.698,734.76,29726104
2022-06-28,733.449,749.91,697.029,697.989,30222167
2022-06-29,691.5,693.519,666.819,685.47,27632418
2022-06-30,673.53,688.371,656.589,673.419,31533484
2022-07-01,681,690.69,666.36,681.789,24820148
2022-07-05,669,699.441,648.501,699.201,28259704
2022-07-06,692.34,703.689,681.561,695.199,23951210
2022-07-07,701.76,736.086,696.63,733.629,27310230
2022-07-08,726.999,764.94,723.483,752.289,33951362
2022-07-11,756.309,759.189,700.881,703.029,33169740
2022-07-12,710.541,719.319,685.104,699.21,29310320
2022-07-13,676.5,726.18,675.099,711.12,32651499
2022-07-14,704.691,715.959,687.999,714.939,26185833
2022-07-15,720,730.869,710.67,720.201,23227673
2022-07-18,734.811,751.551,718.809,721.641,27512476
2022-07-19,735,741.42,710.931,736.59,26963370
2022-07-20,740.349,751.989,730.449,742.5,29621363
2022-07-21,765.321,819.801,764.601,815.121,47344059
2022-07-22,828.66,842.361,812.139,816.729,34490949
2022-07-25,816.651,822.441,802.2,805.299,21357835
2022-07-26,799.539,801.93,768.789,776.58,22273586
2022-07-27,791.43,827.778,785.37,824.46,29369996
2022-07-28,840.201,849.9,818.4,842.7,28240997
2022-07-29,842.1,894.96,837.3,891.45,31770961
2022-08-01,903.825,935.634,885,891.831,39014296
2022-08-02,882.009,923.499,878.001,901.761,31859156
2022-08-03,915,928.65,903.45,922.191,26697035
2022-08-04,933,940.821,915,925.899,24085439
2022-08-05,908.01,913.821,856.635,864.51,37724299
2022-08-08,885,915.6,867.255,871.269,33121758
2022-08-09,870.879,877.191,838.059,849.999,28748227
2022-08-10,891.201,892.53,850.11,883.071,31639624
2022-08-11,889.539,894.711,857.499,859.89,23385015
2022-08-12,868.245,900.48,855.099,900.09,26552429
2022-08-15,905.361,939.399,903.69,927.96,29786389
2022-08-16,935.001,944.001,908.649,919.689,29378774
2022-08-17,910.191,928.971,900.099,911.991,22921990
2022-08-18,918,919.5,905.559,908.61,15833512
2022-08-19,897,901.08,877.5,890.001,20465129
2022-08-22,875.739,877.2,858.891,869.739,18614449
2022-08-23,874.359,896.481,863.769,889.359,21328348
2022-08-24,892.689,910.941,889.5,891.291,19086572
2022-08-25,302.36,302.96,291.6,296.07,53230013
2022-08-26,297.43,302,287.47,288.09,57163947
2022-08-29,282.83,287.74,280.7,284.82,41864742
2022-08-30,287.865,288.48,272.65,277.7,50541759
2022-08-31,280.62,281.25,271.81,275.61,52107337
2022-09-01,272.575,277.58,266.15,277.16,54287024
2022-09-02,281.065,282.35,269.08,270.21,50890090
2022-09-06,272.675,275.99,265.74,274.42,55859984
2022-09-07,273.1,283.84,272.27,283.7,50028916
2022-09-08,281.3,289.5,279.76,289.26,53713124
2022-09-09,291.67,299.85,291.245,299.68,54470854
2022-09-12,300.72,305.49,300.4,304.42,48674604
2022-09-13,292.9,297.3999,290.4,292.13,68229619
2022-09-14,292.13,306,291.64,302.61,72628653
2022-09-15,301.825,309.12,300.7247,303.75,64795523
2022-09-16,299.605,303.71,295.6005,303.35,87087786
2022-09-19,300.09,309.84,297.8,309.07,60231156
2022-09-20,306.91,313.33,305.58,308.73,61642783
2022-09-21,308.29,313.8,300.63,300.8,62555656
2022-09-22,299.86,301.29,285.82,288.59,70545413
2022-09-23,283.09,284.5,272.82,275.33,63748362
2022-09-26,271.83,284.09,270.31,276.01,58076913
2022-09-27,283.84,288.67,277.51,282.94,61925185
2022-09-28,283.08,289,277.57,287.81,54664809
2022-09-29,282.76,283.65,265.78,268.21,77620642
2022-09-30,266.145,275.57,262.47,265.25,67726598
2022-10-03,254.5,255.16,241.01,242.4,98363541
2022-10-04,250.53,257.5,242.01,249.44,109578535
2022-10-05,245.01,246.6697,233.27,240.81,86982673
2022-10-06,239.44,244.58,235.35,238.13,69298437
2022-10-07,233.935,234.5715,222.02,223.07,83916800
2022-10-10,223.93,226.99,218.3582,222.96,67925018
2022-10-11,220.945,225.75,215,216.5,77013202
2022-10-12,215.33,219.2999,211.51,217.24,66860699
2022-10-13,208.3,222.99,206.22,221.72,91483045
2022-10-14,224.01,226.26,204.16,204.99,94124511
2022-10-17,210.04,221.86,209.45,219.35,79428810
2022-10-18,229.5,229.82,217.25,220.19,75891905
2022-10-19,219.8,222.93,217.78,222.04,66571479
2022-10-20,208.28,215.55,202,207.28,117798062
2022-10-21,206.415,214.66,203.8,214.44,75713754
2022-10-24,205.82,213.5,198.5863,211.25,100446765
2022-10-25,210.1,224.3498,210,222.415,96507870
2022-10-26,219.4,230.6,218.2,224.64,85327078
2022-10-27,229.77,233.81,222.85,225.09,61638824
2022-10-28,225.4,228.86,216.35,228.52,69152386
2022-10-31,226.19,229.85,221.94,227.54,61554341
2022-11-01,234.05,237.3951,227.28,227.82,62688822
2022-11-02,226.04,227.8699,214.82,214.98,63070293
2022-11-03,211.36,221.2,210.14,215.31,56538848
2022-11-04,222.6,223.8,203.08,207.47,98622212
2022-11-07,208.65,208.9,196.66,197.08,93916520
2022-11-08,194.02,195.2,186.75,191.3,128803404
2022-11-09,190.775,195.89,177.12,177.59,127062659
2022-11-10,189.9,191,180.03,190.72,132703015
2022-11-11,186,196.52,182.59,195.97,114403575
2022-11-14,192.77,195.73,186.34,190.95,92226649
2022-11-15,195.88,200.8237,192.06,194.42,91293785
2022-11-16,191.51,192.57,185.66,186.92,66567599
2022-11-17,183.96,186.16,180.9,183.17,64335970
2022-11-18,185.05,185.19,176.55,180.19,76048866
2022-11-21,175.85,176.77,167.54,167.87,92882712
2022-11-22,168.63,170.92,166.185,169.91,78452327
2022-11-23,173.57,183.62,172.5,183.2,109536709
2022-11-25,185.06,185.2,180.63,182.86,50672739
2022-11-28,179.96,188.5,179,182.92,93038148
2022-11-29,184.99,186.38,178.75,180.83,83357111
2022-11-30,182.43,194.76,180.6301,194.7,109186404
2022-12-01,197.08,198.92,191.8,194.7,80046213
2022-12-02,191.78,196.25,191.11,194.86,73645922
2022-12-05,189.44,191.27,180.55,182.45,93122667
2022-12-06,181.215,183.65,175.33,179.82,92150823
2022-12-07,175.03,179.38,172.218,174.04,84213284
2022-12-08,172.2,175.2,169.06,173.44,97624491
2022-12-09,173.84,182.5,173.36,179.05,104872336
2022-12-12,176.1,177.37,167.52,167.82,109794471
2022-12-13,174.87,175.05,156.91,160.95,175862722
2022-12-14,159.25,161.62,155.31,156.8,140682338
2022-12-15,153.44,160.9299,153.28,157.67,122334459
2022-12-16,159.635,160.99,150.04,150.23,139032175
2022-12-19,154,155.25,145.82,149.87,139390634
2022-12-20,146.05,148.47,137.66,137.8,159563267
2022-12-21,139.335,141.26,135.89,137.57,145417412
2022-12-22,136,136.63,122.26,125.35,210090250
2022-12-23,126.37,128.6173,121.02,123.15,166989688
2022-12-27,117.495,119.67,108.76,109.1,208643444
2022-12-28,110.35,116.27,108.24,112.71,221070537
2022-12-29,120.385,123.57,117.495,121.82,221923313
2022-12-30,119.95,124.48,119.75,123.18,157777339
2023-01-03,118.47,118.8,104.64,108.1,231402818
2023-01-04,109.11,114.59,107.52,113.64,180388976
2023-01-05,110.51,111.75,107.1601,110.34,157986324
2023-01-06,103,114.39,101.81,113.06,220911051
2023-01-09,118.96,123.52,117.11,119.77,190283951
2023-01-10,121.07,122.76,114.92,118.85,167642485
2023-01-11,122.09,125.95,120.51,123.22,183810771
2023-01-12,122.56,124.1311,117,123.56,169400913
2023-01-13,116.55,122.63,115.6,122.4,180714119
2023-01-17,125.695,131.7,125.02,131.49,186476985
2023-01-18,136.555,136.68,127.01,128.78,195680318
2023-01-19,127.26,129.99,124.3082,127.17,170291880
2023-01-20,128.68,133.51,127.3466,133.42,138858136
2023-01-23,135.87,145.3793,134.27,143.75,203119211
2023-01-24,143,146.5,141.1,143.89,158699056
2023-01-25,141.905,146.41,138.07,144.43,192734347
2023-01-26,159.965,161.42,154.76,160.27,234815090
2023-01-27,162.43,180.68,161.17,177.9,306590613
2023-01-30,178.05,179.77,166.5,166.66,230878807
2023-01-31,164.57,174.3,162.78,173.22,196813541
2023-02-01,173.89,183.805,169.93,181.41,213806323
2023-02-02,187.325,196.7501,182.61,188.27,217448287
2023-02-03,183.95,199,183.69,189.98,232662023
2023-02-06,193.01,198.17,189.92,194.76,186188131
2023-02-07,196.43,197.5,189.55,196.81,186010325
2023-02-08,196.1,203,194.31,201.29,180673644
2023-02-09,207.775,214,204.77,207.32,215431442
2023-02-10,202.225,206.2,192.89,196.89,204754129
2023-02-13,194.415,196.3,187.61,194.64,172475452
2023-02-14,191.94,209.82,189.44,209.25,216455708
2023-02-15,211.755,214.66,206.11,214.24,182108581
2023-02-16,210.78,217.65,201.84,202.04,229586538
2023-02-17,199.985,208.44,197.5,208.31,213738549
2023-02-21,204.99,209.71,197.22,197.37,180018588
2023-02-22,197.93,201.99,191.78,200.86,191828457
2023-02-23,203.91,205.14,196.33,202.07,146359950
2023-02-24,196.325,197.6695,192.8,196.88,142228105
2023-02-27,202.03,209.42,201.26,207.63,161028315
2023-02-28,210.59,211.23,203.75,205.71,153144912
2023-03-01,206.21,207.2,198.52,202.77,156852790
2023-03-02,186.74,193.7499,186.01,190.9,181979154
2023-03-03,194.795,200.48,192.88,197.79,154193277
2023-03-06,198.54,198.6,192.3,193.81,128100106
2023-03-07,191.38,194.2,186.1,187.71,148125790
2023-03-08,185.04,186.5,180,182,151897763
2023-03-09,180.25,185.18,172.5124,172.92,170023794
2023-03-10,175.13,178.29,168.44,173.44,191488872
2023-03-13,167.455,177.35,163.91,174.48,167790256
2023-03-14,177.31,183.8,177.1401,183.26,143717897
2023-03-15,180.8,182.34,176.03,180.45,145995583
2023-03-16,180.365,185.81,178.84,184.13,121374453
2023-03-17,184.515,186.2199,177.33,180.13,133197140
2023-03-20,178.08,186.44,176.35,183.25,129684359
2023-03-21,188.28,198,188.04,197.58,153391444
2023-03-22,199.3,200.66,190.95,191.15,150376373
2023-03-23,195.26,199.31,188.65,192.22,144193876
2023-03-24,191.65,192.36,187.15,190.41,116531584
2023-03-27,194.415,197.39,189.94,191.81,120851587
2023-03-28,192,192.35,185.43,189.19,98654635
2023-03-29,193.13,195.29,189.44,193.88,123660026
